point_id,x,y,z,r,g,b,n_obs,mean_reproj_error
528,0.01999295703922813,0.08538016586399312,-0.003921061727685297,33,32,31,12,0.8956025470804682
529,0.046536268737461584,0.06879219001207627,0.0408378178033,208,194,179,6,0.46891589897697034
530,0.030423634398391377,0.08995844371745129,0.016127923789369412,158,154,144,6,0.34821839004844996
531,0.016802495479917585,0.0363705437635909,0.0258570622928527,176,166,154,9,1.319551749818209
532,0.04818252073912482,0.07711345168245755,0.035598093871527035,173,163,160,4,0.5043730384573865
533,0.04656388779697832,0.06683345758605093,0.03846816723038235,50,54,46,3,0.19330652958124075
534,0.023185809760050805,0.0405981916390797,0.025820820120625684,127,117,105,9,2.2616251365020816
535,0.013431062579828446,0.09248156617252698,-0.00419833531318746,180,180,162,3,0.4018524309711684
536,0.03162757592009491,0.09255250055914871,0.0072278943903633115,51,50,45,13,1.6144719855122605
537,0.045802049212886664,0.025214336162897578,0.0018877197929010516,75,71,67,14,0.32637589841093684
538,-0.01457180230175273,0.05647633018750234,-0.010191244105235127,134,124,111,13,1.0739772869693243
539,0.023609058674830985,0.09939619811472934,-0.004074473920458779,75,74,67,7,0.9520206603113097
540,0.04018567777856721,0.04826933092972034,0.0485489199914858,159,152,148,2,0.08320415734233885
541,0.03477349814350491,0.0691901385736963,-0.002096900989986527,85,84,77,9,0.4781146349250451
542,0.020361010463371004,0.021210494940828134,-0.01546162396619878,4,2,1,4,0.9298601415333558
543,0.04462416876667294,0.057883097200782,0.046130580608427146,167,157,148,2,0.010894022590371071
544,0.03821647246738082,0.08135779397024583,0.01645218908988034,52,51,43,18,0.5964788819591965
545,0.04243863749109887,0.025147632031717843,-0.0034295341522740594,76,74,70,4,0.17740292394333965
546,-0.020745948537278795,0.023427359249798763,0.031210972488040233,23,23,17,4,0.2226869617200108
547,0.006997641628913465,0.08236315138173775,-0.007554992030668385,124,120,100,10,0.5724356095787951
548,-0.011457955619093392,0.06432742570781934,-0.008550196141771002,120,116,96,2,0.843080075104057
549,0.03040028526013177,0.048643179707770455,0.024094412458687983,100,87,75,2,0.21498261015425058
550,0.04160698578943334,0.08909676566208306,0.01648893507071029,52,51,44,6,1.16190106382224
551,0.011400939158656724,0.032059537075854114,0.04778899861395405,178,169,158,12,0.3918356898873832
552,0.009031291876560404,0.07721000682020138,-0.0075484349194136074,71,67,61,9,0.5096231632996912
553,0.029959861096983835,0.0637903397022256,0.03193217674520968,190,181,174,18,1.3248467491073816
554,0.046290348283860326,0.08174773770870947,0.0322734580950697,8,4,4,8,1.773703758042863
555,0.02993508208665509,0.029472203871789934,-0.010756546512426772,149,147,128,4,0.20133565874333295
556,0.03378379326081193,0.03590912575993024,0.003388266009536208,117,113,101,11,0.6938591236013816
557,0.03760199498744754,0.09171367630792893,0.011365727222675771,80,78,72,4,0.6427506676652641
558,0.012437365949082634,0.09309371647842346,-0.007739466702166317,140,141,126,4,0.2054858425361651
559,0.04120205260271962,0.08462603333710648,0.017905240966719985,50,50,43,4,0.7783888504319054
560,0.017799120001841,0.046604240308696435,0.02392118176121384,131,123,116,2,0.05890155553038109
561,0.0405813874961687,0.07181302861667933,0.029113486728618135,235,216,195,4,0.2981960020981945
562,0.03427656037720089,0.04410248884734745,0.04557689880837411,144,133,130,3,0.9992076948519196
563,0.04599265928258088,0.06525996506120856,0.03887308069889035,68,70,62,11,0.6169450374491597
564,0.02905999438543365,0.10222527363930166,0.011499914870091272,152,148,138,6,0.391050647115377
565,0.008982527881429916,0.08025701617937511,-0.0029635297300804934,153,151,132,2,0.10208150632074633
566,0.029817638985733922,0.038425300996635346,0.050231757025407484,221,214,200,3,0.770163067123908
567,-0.00416464439187246,0.05672960921892705,-0.010078384742453893,109,105,99,13,0.6991550067407564
568,0.05076831329104167,0.07488434007213564,0.034333496759519376,120,123,114,5,0.11846303886112168
569,0.04225233285761221,0.10154301917751829,0.018461105761031524,76,80,75,8,1.0030119718464414
570,0.020746241322862114,0.09247920135884043,0.004161834167717279,150,146,135,2,0.6939224893469184
571,0.010519214305155178,0.08471608967072854,-0.0028979878483599225,148,149,133,5,0.781663959219002
572,0.044041801661266505,0.06601208618300597,0.03047412623754863,40,40,36,3,0.547337879383423
573,0.026843172034312517,0.08924917032537787,0.01223778494419236,131,126,118,13,0.5249230108009062
574,0.034115041798520596,0.10061380073893965,0.014362083646482227,250,239,220,9,1.613447148202483
575,0.019885648540152522,0.0853451349594671,0.005204239745932083,133,128,116,15,1.2100640254001622
576,0.027097991094516702,0.091309872065553,0.012170933966277138,140,136,129,8,0.7065723209629738
577,0.04448963695141749,0.027281382357060683,0.0001909044295141312,90,88,77,6,0.40263633941124194
578,0.0017310424074964326,0.03371611861492846,0.012823467007577043,188,181,169,4,0.26471142325785546
579,-0.01289642227995275,0.05585102283145206,-0.01037155279201993,96,93,91,13,0.41108975631526223
580,0.020957769502900413,0.05893026583788718,0.028938428451907427,166,158,150,6,0.8676065691501463
581,0.022735350842478436,0.0948220618812812,0.00660695851086195,144,142,130,15,1.6168072878145052
582,0.02791212179652913,0.027799331553825985,-0.014049463333240947,100,93,86,11,0.6630084400495422
583,0.04404430136095707,0.06680909856376266,0.041925597372415566,156,145,142,2,0.025493469886230344
584,0.03754731949821327,0.08719272025390998,0.012572303582109416,60,60,51,6,1.4401797318646359
585,-0.0004945433844439526,0.07225316647488421,-0.007243690970807789,170,169,147,11,0.30182531527911066
586,0.043054968548240896,0.07611055895387235,0.030305172141024253,202,191,184,16,0.5130255317709288
587,0.03850962342119715,0.10015614811764838,0.015614340436884611,146,143,124,12,1.3177275303877274
588,0.029388973487479195,0.10514694983069915,0.01084970743817717,120,119,112,4,0.12184405372454829
589,0.019020298245624064,0.04325108510859449,0.022849507917179823,153,145,133,9,1.0672125345663035
590,0.014607524634634805,0.06799481227102681,0.020882969037512206,178,174,165,4,0.40028171534227364
591,0.01791575740659487,0.03572689174164544,0.04382489635223873,186,178,167,3,0.55645053303774
592,0.022892995167463074,0.0856674927418873,0.008235625189764034,180,175,160,2,0.08166321778312485
593,0.007946925309563126,0.0247324988858904,0.04284072275227296,14,7,6,8,1.4283121583316016
594,0.035203069263618846,0.10380326793588836,0.014738542978711907,3,0,0,3,0.9092507366722561
595,-0.022964752504646427,0.022807246257839336,-0.014380731291756566,3,3,0,3,0.5753613911383073
596,0.03326805568506622,0.05045715003679371,0.03893879376858132,210,198,192,7,1.3692754678758305
597,0.026782311726837142,0.10563159597519398,0.00129186750407965,231,224,210,16,1.6740358161931483
598,0.027770255881187034,0.10417108949331584,0.0020075316838402187,197,200,174,5,0.936550725929458
599,0.009992080455315154,0.08583827223269941,-0.004006468005245217,146,147,132,15,0.45954471469185937
600,0.045523863189894084,0.06621475048549819,0.036661771738521684,46,47,39,4,0.2303825317080216
602,0.002365653145623759,0.0257150936411586,0.03290149190382811,136,130,120,17,0.9192076710142075
603,0.036158051568340545,0.05647160161850481,0.036773758953434,223,211,204,5,0.8623845381666102
604,-0.014225137757230024,0.022519609122823428,-0.003715829256449181,21,15,13,3,1.1514274833490932
605,-0.012431996159191102,0.06057064115346287,-0.011470188695530844,103,96,89,11,1.3164753381165657
606,0.014364944744108349,0.09438898837339267,-0.008076266660772616,135,137,122,3,0.15220431963102132
607,-0.01547986304239403,0.03438218577399998,-0.002790770609212416,150,153,142,11,0.18581781261131705
608,0.04207860028924024,0.09612216943816813,0.02282607214953595,185,178,176,2,0.20497250369739722
609,0.05027664368589508,0.07515763987382698,0.03482434822313795,109,119,110,2,0.30115374712505383
610,0.019005937246440112,0.09643107154560128,-0.004502748032229349,141,139,115,6,0.6715931568493673
611,0.011431991660623038,0.03456383952498604,-0.005023787652922721,111,104,97,14,1.0287406334689102
613,0.03259253831293504,0.08967605989975554,0.007373911682826491,38,36,33,2,0.77373746374259
614,0.00527189273789663,0.033967767762680595,0.02293485838273014,224,214,208,2,0.4622915921031597
615,0.02964065287019474,0.029523567078290697,0.0405252724807754,63,61,60,3,0.17211098793271065
616,0.007946236542671853,0.0544874463853586,0.01077052285670686,104,99,87,3,0.48522493789124804
617,-0.0032335048735105433,0.07511442399875937,-0.00941273192177089,191,192,172,10,0.8543607050751593
618,0.045482068280930314,0.0695448420990444,0.03529529498379644,127,128,114,3,0.31081798680876643
619,0.016532792483947494,0.032891134713593756,0.04963958402902895,87,79,63,6,0.09799530755789597
620,0.012882028117555278,0.031743933748293235,0.04886107546815201,168,159,141,7,0.2128618391414734
621,0.0393315884125426,0.046435712284766784,0.022462228998399208,63,58,48,6,1.4306269821938535
622,-0.0005794339781425006,0.0822710025804063,-0.01305464775046054,144,144,116,4,0.22973377727863017
623,0.038460468077749395,0.049074143248788615,0.004777411497436361,107,110,107,5,1.048469110876943
624,-0.008202883755913399,0.050629662500216124,-0.003248335392046146,161,159,141,15,0.479802682767652
625,0.002507183060919135,0.03328628811694983,0.0007106641569638995,164,153,146,3,1.0168414594232036
626,-0.0005853707094244606,0.04407072485956677,-0.009028449435487623,60,56,52,2,0.22414455160422514
627,0.023466678640847827,0.04227196599382775,0.025178357226701743,131,121,109,2,0.8908307025754569
628,0.0267147477622113,0.028134078583541507,0.0387557523864162,54,53,50,2,0.09919263639407841
629,0.0017933417225230702,0.028098638579679747,0.032528257281628885,141,134,126,13,0.3163312853209329
630,0.02626975592398339,0.040706939698344165,0.052153296070512604,126,117,109,5,0.2997112614662464
631,0.0291794591194789,0.057866300304978475,-0.004928523316149502,35,34,32,4,0.13335770892885468
632,0.019583039426096294,0.04237437728971605,0.023040558130376174,155,145,133,4,0.9847978461172113
633,0.03467528211341181,0.03588420254726616,0.005209229613767218,113,111,95,3,0.6177293138139212
634,0.046032176005914555,0.06853558613937065,0.03695888159651209,35,34,28,3,0.4781090019982477
635,-0.00708947015647626,0.05163742247953997,-0.010140485803520723,110,104,100,5,0.5851304289622918
636,0.015069539384057133,0.0933753887345852,-0.00279966021632522,226,224,198,5,0.9268416421414892
637,0.03552306060987939,0.10108837712838996,0.011825725297929147,94,96,92,4,0.9754963902320387
638,0.034961306592675066,0.03627978731661665,0.0039455301151816195,119,112,106,6,0.9911869818910839
639,0.03588668225783958,0.06552788206373147,-0.0006463814113774518,76,77,68,4,0.4636902538165124
640,0.02502969021883386,0.09507560178161531,0.008778018958082199,143,141,131,15,0.8085573355808106
641,0.029677702588226752,0.07709533466605606,-0.0007368692108544256,128,124,116,2,0.1203829580462536
642,-0.009349223543348262,0.06658253420923078,-0.009733420282805353,176,165,155,8,0.7668200326771861
643,0.003106353219085039,0.02883121248406607,0.03287923577042927,155,147,136,13,0.9913160755909345
644,0.012095926734289273,0.032735810228707335,0.03258150778881766,202,191,181,5,0.1717869564986637
645,0.035636681383163823,0.05696538982646019,0.035659742932794586,221,208,200,4,0.590917551565788
646,0.025441339646122513,0.03700225984989297,0.0025224891444596094,51,45,36,6,2.112508464885773
647,0.027217434959816662,0.05965034624223322,0.03071790823494547,157,146,137,2,0.6568519118959785
648,0.011028220396508718,0.03733263188536345,0.014869366114728158,237,233,219,13,2.626143235596463
649,0.029480734652309024,0.08447935532274359,0.00613412699364153,72,69,61,5,0.47036636483432426
650,0.029051535406726586,0.029224144100469994,-0.012240326659506615,123,113,105,4,0.31474364271521915
651,0.013491680808091462,0.03286816797300525,0.04859084223637455,184,178,167,3,0.14745715814027283
652,0.004267431353281611,0.06316541925728575,0.010527125276446336,168,164,147,7,0.37091669002360256
653,0.03066838827939663,0.10349517504817453,0.007371631938867219,93,94,83,7,0.817402062530243
654,0.04360339339308476,0.09238671381386566,0.02476976968698722,5,3,2,9,1.3267755616911694
655,0.046435404853918304,0.08177140225462903,0.028496600516340967,160,161,149,5,0.3367266595303984
656,0.04063296807860354,0.028838724619266606,-0.004380965592528699,108,101,88,17,0.36698183966853337
657,0.014403708610700554,0.034144840462710734,0.044620210238608925,209,199,186,5,0.9787407707070578
658,0.019158094168265746,0.03539819485467886,-0.005449194216392163,120,114,109,8,0.9251632399220364
659,0.0034473875714526973,0.033639637404079596,0.005522602185630138,165,154,146,7,0.9629797914928373
660,0.03655344874970043,0.08052166489872332,0.023543419902368367,160,150,138,9,0.36877591915961605
661,0.0450907713681698,0.06179215771853242,0.04179072991149186,197,195,174,7,0.5488926968233991
662,0.0163270685720054,0.08744625185267596,0.0009986849008421417,207,205,188,14,0.4782414951830864
663,0.004207601494666702,0.057595572251556496,0.009555034122796244,111,105,95,2,0.330584767737534
664,-0.014528975803170046,0.0357504278858813,-0.0015306727578204525,120,116,105,2,0.07331094708505181
665,0.03173128761960343,0.04644378480349439,0.04036378461853673,209,198,191,3,0.5921741287298953
666,0.014229876363061734,0.033119183132617434,0.0504407177892457,3,2,0,7,1.3759408485828872
667,0.034308742661142276,0.04706671132168295,0.0007634374550808178,78,78,70,7,0.504888539058716
668,-0.003691385364233457,0.03152600542324326,0.01751989739204743,178,168,160,9,0.2806281319537892
669,0.017716528960991292,0.047582482029250035,0.02399345444158184,131,124,114,3,0.4445560841031227
670,0.03451070428416863,0.10301723377067647,0.011665157744506346,128,130,121,9,0.7738672410030147
671,-0.003261418717324491,0.03183723864524284,0.007202117461986637,171,163,148,5,0.3892979489911948
672,0.030340931907638685,0.09003228836075543,0.01593595874811184,156,150,143,9,0.34044072326489466
673,0.03358719593248225,0.04365434751817892,0.0023803958668310483,94,92,78,2,0.23912668899809836
674,0.042868436820495355,0.054108995979521665,0.020819811461028296,63,60,52,7,0.7538430224308933
675,0.018322896551811078,0.04711821614145265,0.02402734503729784,132,125,114,3,0.8926559030022418
676,0.03520543001347109,0.09088665654177275,0.017247107873468014,236,226,216,6,0.2036175447047369
677,0.04607262462001479,0.09211771100971833,0.024669265636638293,7,3,4,2,0.11556074042560255
678,0.03578711121048262,0.08156275232430991,0.01292264677948066,89,87,77,17,0.4844597217878471
679,0.016804317165293167,0.03472680860572187,0.049122362569336296,173,161,155,5,0.5803619305479545
681,0.04562684917664511,0.02100000352177108,0.005728668003764512,9,5,0,5,0.5508878244621224
682,0.011480005521379021,0.07883029807842738,0.004430902775520407,152,150,137,3,0.11912366231766996
683,0.00812968225338229,0.03544665444773504,-0.0010478139303713504,169,164,161,2,0.48827666019623767
684,0.0281903358593038,0.1003731937861924,0.011110865555644315,140,136,127,16,0.41616070654406717
685,0.040792587068264496,0.06592247597516021,0.035454007840772524,153,140,132,5,1.1086189816909555
686,0.045037566544353785,0.0272211777056191,0.003966784972489612,80,78,63,5,0.2889635740622899
687,0.014952672393192253,0.03389366904128805,0.047129280407493326,135,127,114,6,0.9972484872909342
688,0.02727674971912332,0.1061935397840498,0.004362823114320592,6,0,0,2,0.9281364555219545
689,0.014546951132682343,0.03661957861824529,0.020160629406755226,158,148,139,8,0.3751383379314255
690,0.03560891953254296,0.08236757424978096,0.012547949709997728,66,65,56,5,0.27636863801303624
691,0.03310549657584684,0.09651153151073581,0.009812093339097773,82,81,74,6,1.382072419975298
692,0.020493734683158363,0.03497146374643541,-0.004665951204476204,116,112,106,2,0.5299036225676919
693,0.017680631986308724,0.03878443285936016,0.02486559800435569,154,145,136,5,0.33250257882261164
694,0.017335549175819573,0.09150851699210873,6.417329756885299e-05,107,105,93,5,1.3235687879094413
695,0.009740916818632952,0.04023611928055091,0.007687832820512797,137,129,123,4,1.3223582633367328
696,0.01242251740190426,0.09326189434066397,-0.006493099006309354,127,128,114,3,0.5447122959619599
697,0.028431997681336165,0.053029864516143534,0.03426590178931289,133,129,121,2,0.6700043011015173
698,0.0010146056881239623,0.07319995122531443,-0.006071029872258363,136,134,115,17,0.5217242820318484
699,0.028521594721439513,0.040609658039234914,0.025610114289076058,139,127,115,2,0.5120471055855643
700,-0.0016573607848092533,0.03248103627989699,0.01767302473554471,187,178,169,4,0.36776455707792116
701,0.003192214593302916,0.034085075313381334,0.006155073083138875,159,159,146,2,0.08000470881949481
702,0.022547900635994683,0.05523002944526521,0.026771898088007316,121,114,102,10,0.6895546702584999
703,0.03799749554353271,0.03306479279007788,0.015097192576540405,184,177,167,2,0.17349378865226822
704,0.034924851928707465,0.10283757268639694,0.011731623441116822,134,131,126,3,0.3729508882703956
705,0.040769213193229695,0.09485707707193128,0.022015119490852875,162,154,150,9,0.7997924027764712
706,0.0419522976199156,0.07659876370695186,0.024020959859615235,67,67,58,18,0.6243364089085834
707,0.030747538487043327,0.10348599222289026,0.007096673258854484,95,95,85,14,0.7571701915424196
708,-0.002740294571428102,0.06952319054552658,-0.00960140098474389,142,140,120,7,0.7767171371649023
709,-0.004358453572481216,0.07295180920204124,-0.017249125128205495,86,84,79,2,0.06808423849605269
710,-0.01497422966920905,0.02310936515327245,-0.00914502909061845,34,28,23,2,0.17613799602486138
711,0.012446234498034855,0.03265489713917358,0.032455298933585924,199,187,175,7,0.1248096918595959
712,0.042565227835666616,0.07291003726580958,0.031867159971254874,170,161,153,4,0.23580331508700514
713,0.04591793614896608,0.02563612644695368,0.002786195000241703,88,86,80,13,0.3102491845600431
714,0.016614342216712367,0.08117347471918948,-0.004713425802785777,85,83,75,3,0.73168201213469
715,0.043122893676892,0.05383627751251752,0.04327286306572626,80,72,72,2,0.18725458160496444
716,0.049589072000330206,0.07265106553669277,0.033076410621783785,37,36,31,6,1.2816399253775457
717,-0.008330497578582953,0.0481315580508456,-0.0020215125322522423,161,158,143,2,0.28316013614319735
718,0.044762874282134345,0.0890511609043633,0.02436236541054759,118,127,121,2,0.2337493560005014
719,0.03084281159772647,0.07915078623596303,0.022475921128105314,237,226,217,12,0.300422692938534
721,0.03077239787831962,0.09477402592007383,0.004548350114892939,123,128,117,2,0.30291627402344123
722,0.039734353699882756,0.0691901057518418,0.030871808390527607,248,232,219,9,0.9833624202333525
723,0.0170111968667086,0.08484278139758433,0.003162586764625973,216,217,202,2,0.40349747517709533
724,-0.021446285289401443,0.023496026084775964,0.03129009015176508,37,31,24,2,0.0998707911915017
725,0.02434504093478867,0.040028109679124756,0.046053208369044876,208,198,191,2,0.5467521813703378
726,-0.0039740915408235065,0.07555074807496842,-0.012993315159977738,125,126,109,10,1.0294920286229685
727,0.03420890660231249,0.0347905024440279,0.002776642120929513,148,147,137,4,0.2028726066411054
728,0.010464340224538599,0.03568368916746897,-0.0034781799974565215,116,115,104,3,0.8178318759493864
729,0.007216806252015724,0.08024987399696966,-0.0039025171265592313,255,253,226,14,1.1408431291856302
730,0.017576642173715445,0.09753066402784426,-0.006212179663424575,1,1,0,3,0.802638458138882
731,0.02673601088346136,0.04648615384177505,-0.00462785718183188,45,41,36,3,0.7250103439095138
732,-0.00992437776145662,0.05513406524743054,-0.0060938197246136186,218,215,192,12,0.3714414601488983
733,-0.028803466717681008,0.023534119985179743,0.008086754540166372,28,23,20,2,0.12795347526033907
734,0.033135398626020024,0.050209648676149486,0.04087063222084139,134,126,117,2,0.4540562050274674
735,0.03745568728238291,0.0910587846378105,0.018219428009675298,186,174,159,2,0.14360765723107882
736,0.02539498256815685,0.09832337345011345,0.008436837551115448,137,133,124,18,0.8439841914360047
737,0.025098761858591914,0.08034452464587691,0.02248597188736375,243,235,224,4,2.1692860833185064
738,0.04584393922231149,0.08161351719625215,0.027472719034822898,54,54,44,10,0.6327767974394307
739,0.03356395913566834,0.1049344942003677,0.011326742612831855,137,138,128,8,0.37698005351285924
740,-0.005212049704543646,0.055644492105394794,-0.005277177329401865,136,136,116,11,0.5332886281961278
741,0.043739126952813186,0.06313041563758445,0.030191429510407177,195,188,174,3,0.990335817840362
742,0.007753381690476755,0.07340111371403797,-0.005090729237997011,121,116,111,2,0.2664390610352041
743,0.003696549138134413,0.07990971537537325,-0.011379362620828084,109,104,96,11,0.6407975032165972
744,0.02310826059416567,0.0951005377988385,0.006711243937204274,143,139,128,15,0.5658609316130162
745,0.0488463391460601,0.07665915859350701,0.03307771353475807,46,50,48,6,0.8206561248471855
746,0.04528798591328617,0.06529714580290219,0.03709211211221343,70,65,65,2,0.17453771575281607
747,0.025152016845998427,0.06185570813512084,0.03064803454245987,154,146,142,13,1.2121618128971134
748,0.020504494524797072,0.08511019121941724,-0.0025415605711466404,77,75,68,13,1.109649686684885
749,-0.004549379060760124,0.07745267887967217,-0.016252550559918134,109,113,93,4,0.18905687865703055
750,0.029755890198592597,0.09481990544760899,0.013813113734882514,179,171,164,8,0.525760376152151
751,0.003289887639610413,0.0736320523344709,-0.00460514724291018,121,119,101,12,0.569177251161153
752,0.042337736902079336,0.024497499096098867,-0.003957903345434239,64,63,58,8,0.420049076831199
753,0.022599737884922276,0.026625064027083332,0.039377981640315675,16,16,23,2,0.11822049772206428
754,0.025621808198366115,0.10568790324352487,0.0008289813340137448,165,162,142,13,1.3774520287910066
755,0.004452189066392546,0.03399323649197653,0.01787391740896656,202,199,185,3,0.2683277645768433
756,0.046015993389980525,0.06461045399186245,0.0390737255046688,75,76,65,8,0.43978515867674595
757,0.027120318427964495,0.10345976695728634,-0.0003387389329067115,65,64,59,4,0.4319514148420591
758,0.028899032715027504,0.09994375891576918,0.0023054751102251575,140,150,137,2,0.40340715985141584
759,0.018762009466288757,0.04317556400896487,0.02288271891318555,153,145,133,3,0.4928727999870966
760,0.026493820815706375,0.024489440312286864,0.039272510210316046,21,10,0,2,0.6060005469102356
761,0.03995763800978102,0.09130884085809991,0.013717822072725898,54,55,44,2,0.4442458075229963
762,0.013425142045003995,0.0801329694693484,0.001780997935332007,163,163,151,11,0.19022066335518908
763,0.042563209248538486,0.05596134113351132,0.00955716128842574,54,53,47,6,1.2413764437582226
764,-0.012211604305356774,0.05706036289198274,-0.011212184583402656,79,79,81,7,0.4672461181684029
765,0.026510655826211104,0.08641624220508051,0.011949326952078777,148,142,130,5,0.24804422363620074
766,0.019624367441762075,0.04611385003712318,-0.005882905387113173,95,93,88,11,0.5399537272222881
767,0.01873219760790214,0.03687118811487134,0.0267182070307614,225,215,198,2,0.38452344734314015
768,0.04027455079438125,0.08891419395916915,0.024722425360645253,183,175,170,14,0.3052343443738149
769,0.009622821369900716,0.03129287290429967,0.04660453458087053,131,121,111,10,0.17445817532878755
770,0.0057442901817438856,0.03530181255904,0.010769790998477247,135,131,116,3,0.3624814231348801
771,0.02005116669018881,0.08922707958479578,-0.005374427384356826,73,73,67,3,1.0709069945825533
772,0.04403247831446088,0.055350450736706684,0.04584841340001871,80,78,65,2,0.06692356373301059
773,-0.008674008483502993,0.06655462250039511,-0.011199565674036533,136,127,119,10,0.7704644607006694
774,0.036032760143450096,0.03355959853401924,0.002194129398431347,125,121,112,17,0.581381838909446
775,0.0012366520829022998,0.03205067498541284,0.027796350648033305,192,186,176,4,0.14980671894330175
776,0.015256842607026408,0.03624899856076356,0.022302299377754707,157,147,139,3,0.29397359581579746
777,0.026868330774213814,0.10039149034292183,0.009707781944810473,143,141,132,11,0.5120901665860482
778,0.044008097556658,0.07207404895445844,0.03438011585209758,173,160,155,3,0.11959511078000502
779,0.04664832272019993,0.06752324368412452,0.0388777073700022,92,96,87,14,0.43121894854639603
780,0.037079345491777514,0.061418407389211366,0.03449917756149015,235,220,211,3,0.6444173328284791
781,-0.014178399223122837,0.031745930220849754,-0.018155243496822338,0,0,0,5,2.119299861089831
782,-0.012799032084073007,0.03550948256655277,-0.012762674547148424,105,98,93,5,0.3512522105816586
783,0.03927276910173536,0.09762833960212626,0.013770737124439231,72,73,63,15,1.1349197191799025
784,0.04295333947049483,0.05387808906152959,0.0491653904398613,55,62,51,2,0.9845400656354315
785,0.030850712800039173,0.07915386932287023,0.022411815896587545,237,225,217,8,0.17438987922529836
786,0.038666197007119416,0.033467819737063385,0.005167559565503005,140,133,129,2,0.6237449033394609
787,0.04603756241993876,0.06627957753614423,0.045076436968695864,82,86,77,2,0.0730122124963975
788,0.04581882035257876,0.06422350876215721,0.03987190210839553,60,59,51,10,0.5625563573934659
789,0.04057266751419793,0.08799348521575866,0.015536375311055407,60,61,54,8,0.6881591971092164
790,0.033694322487563905,0.03659262732291153,0.020450399559123082,83,77,64,7,0.9918875251419218
791,0.007438873617302733,0.02823015574781575,-0.0114192128607481,96,92,82,6,0.4487368311831356
792,0.0460243768030051,0.06899527149406462,0.04106822118331873,165,165,148,5,1.119193967914061
793,0.014748846171932542,0.03398557844715014,0.04653391204069273,129,122,113,8,0.7034364969342033
794,0.039980895386439876,0.0535993273541837,0.048111630235739396,168,155,147,3,0.20010842380008934
795,0.01167260175683804,0.09153896386008546,-0.006297903899791124,129,126,107,11,0.6070897202576604
796,-0.010507856836505864,0.06463189180896116,-0.009162563064562736,122,119,103,4,1.22624096271179
797,0.012694803890513714,0.03200915860465005,0.047611399429328835,199,188,179,9,0.8423106489882246
798,0.021885107747886226,0.053874645094741665,0.02590378565548648,221,211,199,5,1.548556514123808
799,0.03446583446403487,0.08315079668110292,0.011400767810649177,40,38,32,17,1.2725411840898646
800,0.001994972713740184,0.0736592269906182,-0.005477436727060817,186,188,172,17,0.4453283970233689
801,0.012363281971134288,0.03337253255332139,0.03919620242399264,146,136,130,2,0.17133119744867226
802,0.04220923495860844,0.07223848620250065,0.023729987291870355,43,44,39,4,1.2655253860215043
803,0.025592272925333455,0.10275343550396163,0.003942612351863803,129,131,131,4,0.3620721214343695
804,0.009728065863801478,0.08203566465191908,-0.011137092893935033,61,59,57,10,0.9138827517723046
805,0.030955705106761815,0.10207508136542924,0.007019024305765516,93,93,83,10,0.6965075655324247
806,0.04493433827093633,0.06791687181096859,0.03464550014001187,81,81,70,8,0.16651055582444774
807,0.03634515487801607,0.047055271763948116,0.0015206105078314775,80,78,70,2,0.41851662166323167
808,0.01969278670963092,0.0354702637944904,0.04938435381742891,20,12,5,5,1.1001347040092242
809,0.03369818227003957,0.031156856084357983,-0.007201983846348193,161,155,145,2,0.37192385876788536
810,-0.00261052742850136,0.08241157235253777,-0.014674928007906526,4,2,1,12,1.8805933209773185
811,-0.016674888232160855,0.02264811834777842,0.004840849802591758,21,17,15,3,0.6492934534771887
812,0.03419056540370469,0.04174548129487452,0.05188117591013057,162,153,144,4,0.29027929050179047
813,0.009936149305941161,0.03202013278024699,-0.0068301016869418574,121,117,109,6,0.3776793921448491
814,-0.016317017571917995,0.05565133552122785,-0.010082861285511434,135,131,119,3,0.5266188921183813
815,0.036741798019051496,0.037404474064668305,0.013211971622040975,60,59,50,3,0.7511777467457247
816,0.03194124795753702,0.0427505376386003,0.04917164383330623,147,136,133,7,0.3765613037652806
817,0.044351992614398525,0.09025111580252924,0.021021684580385645,77,82,79,2,0.051534846595231394
818,0.03251112423196448,0.030647627697329604,-0.007975227208321283,159,157,142,2,0.17736602531350884
819,0.00036708402314112535,0.07704146986638961,-0.015199909978260767,82,78,75,12,1.429768692430571
820,0.04220234825846919,0.06902549784389689,0.010651881819160788,140,135,124,7,0.4632928235792694
821,0.04107415778268621,0.08965439941992882,0.01573962830428889,67,65,61,2,0.8605282449208385
822,0.03720971827590013,0.03807341458040704,0.007080061572022858,101,94,88,6,1.453958234724564
823,-0.0014684538739034314,0.032534845621860306,0.017630878504514082,172,168,156,3,0.0969959747024902
824,0.041493094122207745,0.04718032297639182,0.05070843576466069,179,172,147,3,0.6366512691153127
825,0.03788816622395034,0.047899417783307946,0.006620605025709839,138,138,126,2,1.0430629520119399
826,0.04743287423836182,0.07124498657563622,0.03744375612632634,174,168,151,2,0.1761259757148131
827,-0.0164322083385319,0.04100903693164595,-0.005582590931436858,129,125,109,5,1.1947855094619402
828,-0.017253175229546412,0.037917777870523445,-0.005345648777307924,170,171,153,4,0.27214190927341464
829,-0.012268867794566828,0.05764944297276096,-0.0068516532758927835,121,115,109,2,0.13031020430920182
830,0.031769067101436343,0.031953756019178374,-0.002203236064697518,159,154,148,4,0.37327496311140407
831,0.03696399915946396,0.052773556468497025,0.039924722615291765,108,100,97,3,0.2234596974497388
